Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
16742	102	18	40	24	20
16743	31	0	30	0	1
16744	34	0	18	13	3
16745	105	13	39	37	16
16747	21	11	5	4	1
16748	19	0	0	14	5
16749	42	17	4	12	9
16751	134	43	37	16	38
16752	38	0	3	33	2
16755	54	2	36	8	8
16758	32	0	10	7	15
16759	202	37	95	42	28
16760	111	4	49	26	32
16761	15	8	1	0	6
16762	22	4	0	17	1
16764	34	9	0	23	2
16766	15	0	6	1	8
16767	127	32	50	21	24
16769	17	0	0	11	6
16770	122	0	55	31	36
16771	10	5	3	0	2
16773	153	40	57	21	35
16774	116	3	57	14	42
16776	48	8	39	1	0
16778	134	26	29	36	43
16780	132	15	63	19	35
16781	9	2	4	3	0
16782	208	63	80	36	29
16783	15	3	9	3	0
16784	286	45	131	61	49
16786	16	0	12	2	2
16788	18	6	10	2	0
16790	21	3	9	7	2
16792	120	36	32	25	27
16793	239	30	135	25	49
16794	114	16	46	27	25
16795	181	36	69	46	30
16796	102	16	47	12	27
16799	138	37	54	21	26
16800	52	2	32	17	1
16802	129	6	74	29	20
16803	30	0	13	9	8
16804	151	28	58	19	46
16805	210	12	81	82	35
16806	91	5	82	2	2
16808	20	2	15	2	1
16809	28	0	12	7	9
16811	145	15	89	12	29
16812	21	8	6	6	1
16813	23	3	5	13	2
16815	33	23	9	1	0
16819	36	5	20	8	3
16820	241	44	94	41	62
16821	143	12	94	16	21
16822	125	30	49	21	25
16823	144	21	52	35	36
16824	63	11	35	5	12
16825	16	0	5	2	9
16826	34	2	6	20	6
16827	206	52	96	37	21
16828	34	0	13	13	8
16830	15	9	3	1	2
16831	19	5	6	8	0
16832	135	34	55	16	30
16833	28	0	25	0	3
16834	141	24	33	66	18
16836	25	7	2	16	0
16837	18	0	8	10	0
16838	21	7	1	13	0
16839	175	19	101	23	32
16840	15	3	6	0	6
16841	70	25	34	5	6
16842	245	16	145	43	41
16844	33	24	3	4	2
16845	37	11	10	0	16
16846	132	6	90	23	13
16847	35	2	26	7	0
16848	33	11	8	6	8
16849	16	6	4	0	6
16850	17	0	4	6	7
16851	188	18	122	7	41
16852	13	0	6	3	4
16854	163	13	78	57	15
16855	14	4	3	3	4
16856	146	40	58	30	18
16857	206	10	92	48	56
16858	28	8	3	0	17
16859	16	0	10	3	3
16860	203	45	82	47	29
16861	209	13	114	39	43
16862	17	2	9	5	1
16867	13	0	3	4	6
16868	27	0	24	0	3
16869	25	8	9	2	6
16870	29	8	0	14	7
16871	186	54	90	11	31
16872	18	0	6	8	4
16874	109	15	51	20	23
16878	145	20	69	36	20
16879	24	2	18	0	4
16880	183	12	117	20	34
16881	44	8	25	8	3
16882	12	0	6	3	3
16883	29	0	23	2	4
16884	187	10	85	32	60
16885	25	9	15	0	1
16886	39	7	18	14	0
16887	21	3	16	0	2
16888	132	21	35	43	33
16889	16	0	11	0	5
16890	24	0	6	8	10
16891	11	0	9	1	1
16892	11	0	9	1	1
16893	25	0	6	12	7
16894	18	8	7	0	3
16895	18	8	7	0	3
16896	20	0	13	7	0
16897	42	17	5	20	0
16898	22	0	12	8	2
16899	22	0	12	8	2
16900	19	4	6	4	5
16901	30	19	10	1	0
16902	14	2	6	4	2
16903	14	0	4	5	5
16904	31	17	8	3	3
16905	154	32	61	29	32
16906	16	4	7	4	1
16907	11	0	1	3	7
16908	74	3	45	15	11
16909	11	5	2	3	1
16910	19	8	2	8	1
16911	155	10	40	57	48
16912	14	0	5	5	4
16913	17	10	1	1	5
16914	15	0	7	1	7
16915	26	9	17	0	0
16916	21	0	7	8	6
16917	36	0	9	8	19
16918	44	12	28	0	4
16919	14	8	4	0	2
16920	23	11	6	6	0
16921	30	12	6	9	3
16922	10	0	0	8	2
16923	17	6	10	0	1
16924	21	8	8	0	5
16925	23	9	9	5	0
16926	35	0	10	0	25
16927	19	0	12	2	5
16928	53	11	26	4	12
16929	38	12	14	8	4
16930	42	4	27	7	4
16931	18	0	11	3	4
16932	44	8	3	23	10
16933	69	6	45	0	18
16934	25	2	2	14	7
16935	62	46	7	6	3
16936	29	0	17	11	1
16937	43	2	38	0	3
16938	49	6	29	11	3
16939	12	0	2	1	9
16940	31	2	10	17	2
16941	22	0	4	6	12
16943	16	0	0	5	11
16944	13	0	0	9	4
16945	233	36	135	34	28
16947	31	0	13	5	13
16950	21	0	11	8	2
16952	23	3	12	7	1
16953	40	23	12	3	2
16954	35	0	14	2	19
16955	24	0	5	10	9
16961	16	4	9	2	1
16962	31	4	17	5	5
16963	24	6	17	1	0
16966	20	9	4	2	5
16968	47	0	29	9	9
16970	13	0	3	5	5
16972	58	3	47	7	1
16974	62	9	19	14	20
16975	44	0	8	12	24
16977	20	2	8	0	10
16978	13	0	2	4	7
16981	27	2	15	7	3
16984	29	13	11	2	3
16990	48	3	19	0	26
16991	32	15	11	4	2
16999	45	6	19	20	0
17006	19	4	5	4	6
17007	44	0	11	15	18
17011	37	0	26	7	4
17014	28	12	0	2	14
17016	32	3	26	3	0
17018	22	2	13	0	7
17021	17	15	2	0	0
17022	55	0	44	4	7
17038	25	0	17	7	1
17039	34	9	12	6	7
17047	54	8	20	26	0
17049	41	0	29	7	5
17050	29	0	5	8	16
17051	41	26	5	5	5
17052	22	0	20	0	2
17053	25	0	20	5	0
17054	61	0	48	13	0
17055	25	0	6	15	4
17056	21	0	11	6	4
17057	30	0	3	19	8
17058	28	13	1	7	7
17059	22	13	5	0	4
17060	81	7	64	0	10
17061	33	0	15	9	9
17062	13	0	0	10	3
17063	36	14	6	3	13
17064	23	0	8	10	5
17065	19	0	3	9	7
17066	21	6	4	8	3
17067	37	3	20	13	1
17068	22	4	12	0	6
17069	30	4	14	4	8
17070	28	0	3	8	17
17071	25	4	16	2	3
17072	29	17	6	5	1
17073	56	8	31	13	4
17074	38	23	0	6	9
17075	14	0	0	10	4
17076	16	4	2	8	2
17077	37	0	26	11	0
17078	29	0	10	3	16
17079	17	3	2	6	6
17080	45	10	24	4	7
17081	62	0	59	1	2
17082	58	12	32	12	2
17083	20	2	6	9	3
17084	31	9	11	10	1
17085	12	0	3	4	5
17086	31	6	13	10	2
17087	24	0	14	4	6
17088	61	30	29	0	2
17089	57	31	18	6	2
17090	54	0	41	12	1
17091	33	0	11	22	0
17092	25	0	7	10	8
17093	35	0	27	8	0
17094	17	2	3	8	4
17096	39	9	15	10	5
17097	66	52	8	4	2
17098	24	0	16	8	0
17099	28	0	11	12	5
17100	35	13	4	8	10
17101	18	0	1	12	5
17102	35	2	22	10	1
17103	16	2	2	5	7
17104	19	0	10	2	7
17105	29	9	10	5	5
17106	34	10	13	2	9
17108	26	2	8	15	1
17109	16	3	4	0	9
17110	55	8	20	18	9
17111	31	10	13	0	8
17112	68	0	39	27	2
17113	24	0	16	5	3
17114	45	0	17	16	12
17115	35	12	2	16	5
17116	34	2	15	17	0
17117	34	2	15	17	0
17118	27	5	15	3	4
17119	26	6	2	16	2
17120	30	7	10	7	6
17121	41	2	25	9	5
17122	40	2	38	0	0
17123	11	0	4	4	3
17126	36	15	11	2	8
17127	44	19	16	4	5
17128	24	4	8	1	11
17129	31	9	13	4	5
17130	62	3	40	12	7
17131	21	0	2	2	17
17132	33	7	9	7	10
17133	39	2	20	7	10
17134	38	2	23	0	13
17135	19	3	6	6	4
17136	37	0	15	17	5
17137	45	14	16	10	5
17138	22	0	6	2	14
17139	44	2	29	8	5
17140	41	2	7	25	7
17142	52	6	19	12	15
17143	45	20	20	4	1
17145	37	5	22	7	3
17146	36	0	25	7	4
17147	37	4	18	2	13
17148	22	13	4	0	5
17149	51	2	26	2	21
17150	50	2	35	11	2
17151	51	0	41	2	8
17152	14	2	5	2	5
17153	32	0	31	0	1
17154	77	20	24	32	1
17155	34	0	19	8	7
17156	44	22	22	0	0
17157	38	22	8	5	3
17158	26	0	14	4	8
17159	24	0	6	10	8
17160	27	0	18	9	0
17161	20	7	0	7	6
17162	23	0	2	13	8
17163	80	36	37	0	7
17164	36	0	27	5	4
17165	38	0	33	0	5
17166	24	0	16	5	3
17167	47	4	13	10	20
17168	37	2	11	10	14
17169	71	0	67	0	4
17170	39	4	11	22	2
17171	57	21	17	7	12
17172	32	0	20	4	8
17173	39	0	20	13	6
17174	33	2	11	6	14
17175	29	3	7	11	8
17176	38	0	32	4	2
17177	59	19	31	6	3
17178	44	2	32	4	6
17179	68	0	60	0	8
17180	47	15	25	0	7
17181	56	10	16	13	17
17182	34	0	19	13	2
17183	16	5	0	8	3
17184	81	35	32	13	1
17185	63	2	31	14	16
17186	34	3	18	9	4
17187	49	13	8	17	11
17188	26	2	11	9	4
17189	51	3	31	17	0
17190	49	0	32	9	8
17191	26	0	8	9	9
17192	56	3	26	6	21
17193	40	5	23	11	1
17194	35	12	16	1	6
17195	12	0	0	8	4
17196	45	9	21	15	0
17197	50	4	27	8	11
17198	129	0	106	18	5
17199	48	6	35	6	1
17200	121	75	35	8	3
17201	54	9	17	18	10
17202	23	0	9	2	12
17203	26	2	6	12	6
17204	32	13	11	0	8
17205	38	6	19	7	6
17206	23	0	12	2	9
17207	27	0	12	11	4
17208	45	5	17	2	21
17209	45	5	17	2	21
17211	61	7	29	12	13
17212	69	6	61	0	2
17213	69	0	66	1	2
17214	80	21	47	0	12
17215	48	11	18	10	9
17217	63	4	48	9	2
17218	62	13	38	4	7
17219	59	19	18	11	11
17220	64	19	3	6	36
17221	29	6	17	3	3
17222	23	0	13	6	4
17223	43	6	26	11	0
17224	54	0	47	6	1
17225	37	16	11	4	6
17226	29	8	15	2	4
17227	31	2	6	19	4
17228	36	6	24	3	3
17229	74	0	34	27	13
17230	33	4	13	8	8
17231	37	9	8	14	6
17232	62	0	51	7	4
17233	64	0	43	19	2
17234	37	6	6	22	3
17236	35	2	26	2	5
17237	87	64	14	8	1
17238	29	0	19	6	4
17239	63	6	31	5	21
17240	48	6	1	32	9
17241	33	10	2	14	7
17242	44	0	18	4	22
17243	44	7	35	0	2
17244	21	0	3	17	1
17245	51	16	21	6	8
17246	38	6	21	9	2
17247	52	22	10	16	4
17248	25	3	9	5	8
17253	48	0	32	0	16
17259	14	4	6	0	4
17283	32	0	21	10	1
17308	10	2	2	2	4
17314	34	20	3	8	3
17324	16	0	10	0	6
17332	25	0	11	12	2
17335	21	7	11	3	0
17342	13	2	3	4	4
17419	11	4	2	2	3
17426	30	4	22	1	3
17427	21	15	3	3	0
17432	22	6	8	8	0
17462	20	13	4	2	1
17478	99	58	33	5	3
17506	22	2	20	0	0
17551	34	32	0	2	0
17569	17	3	4	9	1
17618	14	9	4	0	1
17626	39	4	14	16	5
17666	34	3	21	10	0
17677	20	6	14	0	0
17717	29	0	28	0	1
17778	83	19	31	11	22
17781	10	0	2	3	5
17825	12	0	2	4	6
17832	11	0	10	1	0
17979	14	2	6	6	0
17991	40	2	32	6	0
18004	15	0	3	1	11
18008	42	18	10	4	10
18012	24	0	5	14	5
18018	22	0	4	0	18
18020	14	4	9	0	1
18021	133	61	26	32	14
18024	140	16	81	16	27
18025	138	24	45	55	14
18031	53	4	38	9	2
18032	28	0	20	2	6
18033	101	48	31	17	5
18034	45	23	8	5	9
18035	36	0	23	6	7
18036	25	3	4	4	14
18037	41	9	24	7	1
18038	69	21	32	6	10
18039	234	43	117	51	23
18042	53	18	12	15	8
18049	122	7	72	24	19
18053	162	26	65	29	42
18054	127	28	70	17	12
18055	10	0	5	0	5
18057	40	4	11	20	5
18059	61	3	56	0	2
18060	71	28	15	16	12
18061	221	21	121	49	30
18065	134	34	29	26	45
18067	18	3	11	3	1
18068	41	9	24	1	7
18070	146	31	66	25	24
18071	146	44	76	18	8
18074	161	28	39	56	38
18075	146	30	86	13	17
18078	21	0	3	17	1
18079	137	11	75	21	30
18084	117	36	41	30	10
18085	114	7	49	24	34
18091	136	17	58	34	27
18092	71	15	33	13	10
18096	243	50	106	46	41
18097	48	20	22	3	3
18098	30	0	11	6	13
18099	38	3	13	10	12
18100	206	93	76	12	25
18106	28	0	24	2	2
18108	225	38	100	46	41
18114	47	2	32	7	6
18116	204	62	95	33	14
18117	230	15	108	69	38
18124	190	35	37	33	85
18126	20	6	8	5	1
18129	185	46	65	29	45
18130	41	7	19	4	11
18134	219	35	118	41	25
18135	8	0	4	4	0
18137	49	7	15	7	20
18138	207	15	107	45	40
18139	30	2	17	7	4
18142	40	11	23	0	6
18143	43	0	36	7	0
18150	82	24	54	4	0
18155	218	31	125	37	25
18156	27	0	9	7	11
18157	18	0	12	5	1
18159	61	3	30	18	10
18160	175	14	75	49	37
18161	154	12	83	32	27
18164	194	14	84	45	51
18165	29	6	19	0	4
18166	28	0	21	0	7
18169	237	57	88	60	32
18171	9	0	0	5	4
18172	109	2	101	4	2
18175	280	29	127	47	77
18180	28	0	23	0	5
18183	26	7	12	1	6
18184	28	0	25	3	0
18186	86	30	29	4	23
18188	60	0	38	9	13
18191	52	39	8	3	2
18192	257	43	127	58	29
18193	13	0	0	9	4
18201	35	0	0	12	23
18205	17	0	9	4	4
18206	43	0	37	2	4
18207	27	0	9	12	6
18211	154	33	42	43	36
18220	202	44	121	14	23
18221	32	7	9	13	3
18222	77	26	23	21	7
18223	19	0	5	1	13
18228	33	6	13	11	3
18230	93	6	60	9	18
18232	223	29	136	26	32
18234	52	22	10	16	4
18235	122	34	50	25	13
18242	292	51	128	71	42
18243	167	37	98	19	13
18244	161	7	73	24	57
18246	167	12	74	36	45
18248	325	29	191	67	38
18253	38	2	16	8	12
18255	179	5	115	36	23
18259	30	0	26	0	4
18260	58	3	39	9	7
18262	237	56	99	53	29
18266	254	71	117	35	31
18267	31	6	8	4	13
18268	56	2	37	14	3
18270	90	26	29	21	14
18272	192	19	106	31	36
18278	271	63	134	51	23
18280	302	48	146	53	55
18284	236	54	107	28	47
18285	36	8	10	1	17
18292	128	30	58	25	15
18295	19	0	7	2	10
18296	65	15	31	0	19
18297	355	64	178	77	36
18298	89	2	53	19	15
18303	16	0	14	2	0
18304	14	4	0	1	9
18305	32	15	6	5	6
18310	46	0	43	2	1
18313	37	4	8	19	6
18315	32	8	18	3	3
18318	123	31	42	32	18
18319	160	37	81	23	19
18322	74	8	24	25	17
18324	39	9	20	6	4
18328	22	5	3	5	9
18329	46	14	16	9	7
18335	140	40	81	11	8
18340	220	6	74	52	88
18341	28	3	10	0	15
18342	110	7	59	30	14
18343	86	20	29	29	8
18346	94	7	43	14	30
18351	323	78	149	45	51
18353	81	19	29	15	18
18357	93	6	51	13	23
18358	148	18	101	8	21
18359	115	2	57	30	26
18360	247	21	124	67	35
18363	255	0	243	12	0
18365	17	5	3	5	4
18367	17	0	2	6	9
18368	14	4	0	1	9
18369	43	4	26	9	4
18370	216	44	100	31	41
18374	24	3	18	1	2
18375	43	0	20	19	4
18376	45	4	15	13	13
18382	15	6	9	0	0
18383	77	28	24	17	8
18384	19	0	4	1	14
18385	19	0	4	1	14
18390	59	6	37	12	4
18391	38	22	16	0	0
18394	7	0	0	2	5
18395	20	0	10	0	10
18399	356	61	176	64	55
18402	20	0	19	0	1
18403	393	47	232	66	48
18404	21	6	1	6	8
18405	12	6	4	1	1
18406	87	17	46	17	7
18410	29	0	28	0	1
18411	215	25	88	47	55
18412	18	2	16	0	0
18413	17	2	7	5	3
18415	200	56	84	32	28
18416	14	0	3	10	1
18417	377	59	108	100	110
18418	86	13	64	5	4
18420	56	11	31	8	6
18426	131	29	30	44	28
18435	19	0	3	9	7
18437	21	4	7	6	4
18439	47	0	33	14	0
18440	197	46	79	28	44
18443	33	0	13	19	1
18446	48	2	25	17	4
18450	43	9	14	6	14
18451	17	0	0	17	0
18452	52	15	18	8	11
18455	25	3	9	5	8
18456	156	37	81	15	23
18459	371	54	175	81	61
18460	28	0	24	2	2
18463	101	15	34	46	6
18464	12	0	5	3	4
18466	27	12	9	2	4
18468	33	0	14	17	2
18470	40	23	14	1	2
18473	29	0	21	0	8
18476	19	6	6	3	4
18481	231	34	132	35	30
18482	11	0	10	0	1
18484	48	4	25	18	1
18485	171	22	73	60	16
18486	269	41	129	59	40
18487	140	16	75	18	31
18491	13	0	11	0	2
18497	46	23	19	4	0
18499	17	14	0	3	0
18500	364	33	217	56	58
18503	140	24	64	31	21
18506	54	0	7	15	32
18507	34	0	23	5	6
18509	44	0	13	12	19
18511	10	2	0	5	3
18514	32	0	26	0	6
18515	30	2	18	9	1
18518	13	2	9	2	0
18519	37	4	22	7	4
18522	327	40	129	88	70
18523	300	44	88	90	78
18525	65	21	31	7	6
18526	417	37	191	106	83
18528	18	0	5	3	10
18531	40	2	27	4	7
18534	50	0	28	18	4
18535	22	0	20	0	2
18536	17	10	7	0	0
18538	445	83	212	78	72
18539	12	0	4	5	3
18542	13	3	1	2	7
18543	54	14	30	7	3
18545	27	0	0	24	3
18546	100	8	40	31	21
18548	17	0	7	2	8
18549	16	0	8	4	4
18560	16	0	8	8	0
18561	61	0	48	7	6
18562	16	3	12	1	0
18565	14	10	0	2	2
18566	7	0	0	3	4
18568	23	0	6	11	6
18570	107	11	55	25	16
18571	104	20	30	32	22
18574	24	6	8	6	4
18577	18	2	0	13	3
18580	17	0	8	7	2
18586	33	0	0	9	24
18587	82	22	33	12	15
18588	513	117	223	104	69
18589	257	62	94	48	53
18591	182	55	98	6	23
18592	68	11	26	19	12
18593	42	2	4	1	35
18594	107	11	56	26	14
18596	38	33	0	2	3
18597	15	0	11	4	0
18600	59	2	35	16	6
18601	10	0	8	0	2
18603	49	4	17	17	11
18605	24	2	12	10	0
18608	34	14	19	1	0
18610	36	11	5	9	11
18612	39	2	20	10	7
18613	29	0	19	4	6
18616	64	14	31	7	12
18618	20	3	17	0	0
18619	12	4	4	4	0
18620	46	7	22	12	5
18623	66	0	47	1	18
18626	90	4	53	19	14
18627	21	2	4	6	9
18628	30	5	14	9	2
18629	180	15	66	53	46
18630	112	28	29	35	20
18631	10	0	4	5	1
18632	33	0	26	4	3
18633	118	27	68	12	11
18634	43	17	13	6	7
18635	45	9	17	9	10
18636	96	4	64	11	17
18637	18	0	17	1	0
18640	9	0	0	1	8
18645	335	53	165	69	48
18647	60	0	13	9	38
18650	24	0	16	4	4
18651	311	46	110	98	57
18652	12	6	3	2	1
18653	461	72	236	85	68
18655	39	8	15	12	4
18656	59	0	56	3	0
18657	40	2	27	4	7
18658	127	17	72	23	15
18660	134	65	25	12	32
18661	58	18	10	20	10
18662	22	0	10	10	2
18663	44	10	12	22	0
18664	106	11	51	35	9
18665	445	62	246	64	73
18666	42	10	14	7	11
18668	18	0	9	8	1
18669	19	0	9	0	10
18672	337	82	135	48	72
18675	84	0	33	30	21
18676	109	33	55	16	5
18678	16	7	4	5	0
18680	18	0	7	0	11
18681	10	7	0	2	1
18682	157	23	90	20	24
18684	90	11	52	9	18
18685	68	6	31	10	21
18686	45	23	13	7	2
18687	310	32	171	53	54
18688	89	3	57	14	15
18689	113	15	59	26	13
18690	87	6	36	22	23
18691	85	11	32	28	14
18692	10	4	1	0	5
18695	13	2	7	0	4
18696	28	9	5	0	14
18699	33	0	22	3	8
18700	32	8	13	5	6
18702	67	17	33	2	15
18703	23	0	17	0	6
18705	21	0	16	3	2
18707	491	89	188	117	97
18710	526	114	252	89	71
18712	9	3	0	0	6
18713	6	0	4	0	2
18714	112	5	99	2	6
18715	63	9	43	11	0
18717	33	0	2	13	18
18718	504	35	240	133	96
18719	23	0	0	23	0
18720	27	0	14	2	11
18722	15	0	8	6	1
18723	626	141	306	112	67
18725	63	31	20	9	3
18726	23	0	15	7	1
18729	64	0	20	8	36
18730	21	0	19	0	2
18731	11	0	0	0	11
18732	43	0	24	6	13
18733	52	7	30	8	7
18735	34	2	6	17	9
18736	19	0	9	7	3
18737	83	13	48	12	10
18738	624	115	331	81	97
18739	588	73	338	43	134
18742	10	2	4	3	1
18743	21	0	8	11	2
18744	297	59	169	43	26
18745	114	2	112	0	0
18746	56	9	27	3	17
18748	142	50	62	17	13
18749	29	28	0	1	0
18750	45	0	28	3	14
18752	10	0	3	4	3
18753	71	13	24	25	9
18754	90	25	34	10	21
18755	706	171	378	65	92
18757	205	33	71	83	18
18759	601	95	297	91	118
18761	10	0	0	7	3
18762	84	24	17	27	16
18763	36	2	6	25	3
18764	34	2	15	14	3
18765	389	36	129	125	99
18766	160	31	92	21	16
18767	36	2	17	9	8
18768	349	42	206	43	58
18769	51	11	17	15	8
18770	45	6	16	5	18
18772	494	99	247	93	55
18773	54	0	30	15	9
18775	455	32	182	87	154
18776	56	2	16	13	25
18777	18	0	13	4	1
18779	27	9	9	6	3
18781	31	13	12	3	3
18782	36	4	31	1	0
18783	52	11	29	0	12
18784	27	7	7	6	7
18785	76	4	45	12	15
18786	359	50	183	57	69
18787	59	13	5	10	31
18789	19	0	0	16	3
18790	37	7	21	9	0
18791	37	4	24	4	5
18792	57	3	24	18	12
18793	51	19	24	5	3
18794	87	10	12	31	34
18795	51	9	2	17	23
18796	33	0	2	23	8
18797	32	19	8	1	4
18799	90	40	7	32	11
18800	22	2	18	2	0
18801	132	36	51	28	17
18802	168	6	87	40	35
18804	27	0	20	0	7
18805	30	5	16	7	2
18806	148	17	52	35	44
18808	94	8	34	16	36
18809	114	7	25	37	45
18811	82	13	37	20	12
18812	12	8	0	2	2
18813	20	6	5	4	5
18814	96	14	35	17	30
18815	71	30	25	10	6
18816	25	10	10	4	1
18818	112	38	35	1	38
18819	420	63	190	92	75
18821	525	119	214	70	122
18822	115	21	63	11	20
18823	20	0	5	11	4
18826	621	74	267	148	132
18827	64	17	42	3	2
18828	32	0	6	17	9
18829	12	4	8	0	0
18830	7	2	0	0	5
18831	55	0	34	11	10
18832	17	5	0	12	0
18833	69	6	29	15	19
18834	26	0	6	4	16
18835	43	17	13	6	7
18836	660	102	297	100	161
18837	6	2	1	0	3
18839	23	15	5	0	3
18840	102	36	50	11	5
18841	16	0	13	1	2
18842	53	46	6	0	1
18844	530	125	224	83	98
18847	595	72	326	110	87
18848	85	27	33	14	11
18849	37	9	7	18	3
18850	551	140	242	83	86
18851	423	50	157	102	114
18852	12	0	0	6	6
18853	19	0	7	9	3
18856	80	7	47	19	7
18857	59	5	22	24	8
18859	36	0	26	9	1
18860	30	0	20	8	2
18861	90	22	35	18	15
18862	107	30	40	24	13
18863	27	0	5	13	9
18864	895	261	436	118	80
18865	106	10	40	32	24
18866	85	38	24	13	10
18867	713	115	271	192	135
18868	443	38	238	64	103
18869	123	24	54	10	35
18870	12	2	5	0	5
18871	67	19	35	5	8
18872	653	107	302	134	110
18874	736	100	396	92	148
18875	127	16	78	29	4
18876	777	140	380	109	148
18877	18	6	2	10	0
18878	509	128	233	91	57
18879	686	187	363	62	74
18880	751	123	298	179	151
18881	100	25	49	12	14
18882	68	7	16	25	20
18883	110	34	36	18	22
18884	689	125	284	158	122
18885	87	9	45	14	19
18887	713	158	370	117	68
18888	26	18	8	0	0
18890	1005	149	542	165	149
18891	119	21	68	23	7
18892	588	63	311	102	112
18893	1761	655	690	271	145
18894	589	77	280	99	133
18895	723	113	342	137	131
18896	84	4	53	19	8
18897	827	163	380	142	142
18898	981	160	567	128	126
18899	26	15	0	3	8
18900	729	63	386	144	136
18901	38	6	21	9	2
18902	77	24	30	2	21
18903	723	96	299	162	166
18904	1053	193	556	185	119
18905	1003	115	500	217	171
18906	33	0	10	2	21
18907	915	125	467	193	130
18908	1017	166	460	213	178
18909	710	212	273	118	107
18910	708	200	252	125	131
18911	866	160	423	126	157
18912	917	195	410	168	144
18913	149	16	73	35	25
18914	1054	261	470	170	153
18915	43	0	18	9	16
18916	793	114	352	207	120
18917	1299	161	650	230	258
18918	1547	343	699	270	235
18919	844	124	417	184	119
18920	723	118	342	122	141
18921	1551	350	701	259	241
18923	76	24	22	22	8
18924	1022	203	517	191	111
18925	29	13	4	12	0
18926	945	191	453	165	136
18928	107	13	49	37	8
18929	901	154	465	164	118
18930	17	7	2	0	8
18931	1158	220	517	214	207
18932	1213	233	633	153	194
18933	1349	221	610	270	248
18936	1230	220	561	254	195
18939	21	6	4	5	6
18940	2521	490	1143	519	369
18943	3222	730	1366	573	553
18947	31	8	20	3	0
18948	60	4	22	14	20
18950	3178	491	1492	581	614
18951	105	13	43	37	12
18952	33423	19551	9080	2932	1860
18960	21	0	13	3	5
18964	105	34	64	2	5
18965	24	0	8	0	16
18966	46	11	25	7	3
18972	129	22	72	20	15
18973	49	12	29	6	2
18974	21	0	15	3	3
18975	21	4	6	3	8
18976	39	0	24	7	8
18977	42	2	21	6	13
18981	14	4	4	6	0
18986	20	0	10	9	1
18988	137	14	83	17	23
18992	24	3	2	18	1
18993	26	5	18	2	1
18994	23	8	5	4	6
18998	22	9	0	9	4
19000	16	6	1	5	4
19001	82	6	40	21	15
19004	38	16	13	9	0
19006	92	16	60	8	8
19008	14	0	7	4	3
19011	24	17	0	7	0
19014	118	21	64	11	22
19020	125	113	9	3	0
19022	39	0	28	8	3
19026	20	0	16	0	4
19027	19	0	10	5	4
19029	14	2	12	0	0
19030	19	6	10	0	3
19031	25	2	2	7	14
19032	14	0	7	4	3
19033	13	0	11	2	0
19035	34	0	15	19	0
19036	44	2	12	23	7
19037	115	14	76	16	9
19039	7	0	5	0	2
19040	39	0	14	22	3
19041	47	15	14	11	7
19043	10	2	4	3	1
19044	103	5	31	29	38
19045	76	27	12	9	28
19048	41	11	27	0	3
19050	103	2	65	25	11
19051	42	0	22	4	16
19052	19	0	2	5	12
19055	35	0	15	6	14
19058	20	0	7	7	6
19059	53	15	15	7	16
19062	61	2	23	19	17
19063	53	0	31	15	7
19065	63	5	40	1	17
19066	68	4	25	34	5
19067	34	4	16	7	7
19068	69	6	31	9	23
19069	33	11	13	7	2
19070	34	4	19	11	0
19071	48	25	19	0	4
19072	19	0	4	6	9
19073	50	0	21	17	12
19074	17	2	2	10	3
19075	9	0	6	0	3
19076	36	11	12	12	1
19077	35	18	17	0	0
19078	115	8	57	36	14
19079	29	7	6	5	11
19080	86	15	39	15	17
19081	25	4	2	5	14
19082	33	13	10	0	10
19083	52	0	42	2	8
19084	55	5	27	19	4
19086	75	0	23	28	24
19087	16	2	0	13	1
19088	20	9	6	5	0
19090	17	0	7	3	7
19091	24	0	12	3	9
19092	37	13	19	0	5
19093	24	0	7	13	4
19094	104	17	71	10	6
19095	49	23	24	1	1
19096	27	16	3	3	5
19097	27	8	6	3	10
19098	59	12	34	5	8
19099	18	4	8	2	4
19101	74	2	38	13	21
19102	66	2	37	20	7
19103	66	3	30	21	12
19104	27	0	8	7	12
19105	43	0	22	11	10
19106	54	8	29	6	11
19107	70	0	48	14	8
19108	61	10	20	15	16
19110	20	0	16	4	0
19111	118	43	48	9	18
19112	72	7	25	8	32
19113	33	14	5	10	4
19114	60	6	15	21	18
19115	9	0	1	1	7
19116	110	15	48	31	16
19117	82	14	44	9	15
19118	26	2	14	7	3
19119	22	2	12	6	2
19120	24	8	8	7	1
19121	95	0	9	80	6
19122	40	0	40	0	0
19123	90	11	38	29	12
19125	18	0	16	1	1
19126	91	13	29	15	34
19127	23	2	10	9	2
19128	108	2	53	26	27
19129	31	6	15	5	5
19130	107	34	27	32	14
19131	62	0	39	17	6
19132	76	17	24	20	15
19133	50	15	22	2	11
19134	25	0	18	4	3
19135	48	32	14	2	0
19136	92	19	47	9	17
19137	98	9	60	15	14
19138	61	7	37	12	5
19139	124	36	63	20	5
19140	94	10	53	25	6
19141	58	7	22	10	19
19142	32	21	6	4	1
19143	173	22	101	36	14
19144	56	5	22	23	6
19145	51	7	32	12	0
19146	84	21	30	17	16
19147	120	8	80	13	19
19149	61	6	31	5	19
19150	152	40	39	47	26
19151	72	14	29	6	23
19152	100	5	73	15	7
19153	92	10	29	31	22
19154	102	4	56	2	40
19155	88	7	40	18	23
